model,fold,hypothesis_label,accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,n_pairs,n_pos_entail
social_roles,0,patients,0.960784314,1,0.8,0.888888889,0.960784314,0.960784314,0.960784314,0.932539683,0.865435356,0.196078431,0.980487805,0.954517286,102,20
social_roles,0,volunteers,0.931372549,1,0.222222222,0.363636364,0.931372549,0.931372549,0.931372549,0.663683467,0.342541436,0.088235294,0.989247312,0.944444444,102,9
social_roles,1,car drivers,0.98989899,1,0.75,0.857142857,0.98989899,0.98989899,0.98989899,0.925953628,0.852017937,0.04040404,0.994736842,0.916666667,99,4
social_roles,1,consumers and clients,0.898989899,1,0.850746269,0.919354839,0.898989899,0.898989899,0.898989899,0.892109852,0.786545925,0.676767677,0.97761194,0.99131037,99,67
social_roles,1,patients,0.97979798,1,0.894736842,0.944444444,0.97979798,0.97979798,0.97979798,0.966049383,0.932145305,0.191919192,0.982236842,0.96682056,99,19
social_roles,1,volunteers,0.97979798,0.818181818,1,0.9,0.97979798,0.97979798,0.97979798,0.944382022,0.888888889,0.090909091,0.997530864,0.97979798,99,9
social_roles,2,car drivers,0.98989899,1,0.75,0.857142857,0.98989899,0.98989899,0.98989899,0.925953628,0.852017937,0.04040404,1,1,99,4
social_roles,2,consumers and clients,0.858585859,1,0.791044776,0.883333333,0.858585859,0.858585859,0.858585859,0.851923077,0.709920469,0.676767677,0.984608209,0.993439425,99,67
social_roles,2,patients,0.939393939,1,0.684210526,0.8125,0.939393939,0.939393939,0.939393939,0.888177711,0.777860883,0.191919192,0.960526316,0.943051791,99,19
social_roles,2,volunteers,0.97979798,0.888888889,0.888888889,0.888888889,0.97979798,0.97979798,0.97979798,0.938888889,0.877777778,0.090909091,0.991358025,0.878262787,99,9
social_roles,3,car drivers,0.97979798,1,0.5,0.666666667,0.97979798,0.97979798,0.97979798,0.828125,0.657439446,0.04040404,0.784210526,0.606095679,99,4
social_roles,3,consumers and clients,0.818181818,0.980392157,0.746268657,0.847457627,0.818181818,0.818181818,0.818181818,0.811228814,0.632425743,0.676767677,0.931436567,0.963989213,99,67
social_roles,3,patients,0.96969697,0.944444444,0.894736842,0.918918919,0.96969697,0.96969697,0.96969697,0.950142689,0.900302115,0.191919192,0.995394737,0.984598338,99,19
social_roles,3,volunteers,0.939393939,1,0.333333333,0.5,0.939393939,0.939393939,0.939393939,0.733870968,0.476190476,0.090909091,0.927160494,0.891468583,99,9
social_roles,4,car drivers,0.959183673,0,0,0,0.959183673,0.959183673,0.959183673,0.489583333,0,0.040816327,0.845744681,0.620833333,98,4
social_roles,4,consumers and clients,0.897959184,1,0.850746269,0.919354839,0.897959184,0.897959184,0.897959184,0.890232975,0.782897652,0.683673469,0.948001926,0.981411037,98,67
social_roles,4,patients,0.93877551,1,0.684210526,0.8125,0.93877551,0.93877551,0.93877551,0.887957317,0.777441332,0.193877551,0.949367089,0.950719189,98,19
social_roles,4,volunteers,0.918367347,0,0,0,0.918367347,0.918367347,0.918367347,0.478723404,0,0.081632653,0.851388889,0.60936086,98,8
social_deviance,0,drug addicts,0.954545455,1,0.4,0.571428571,0.954545455,0.954545455,0.954545455,0.773714286,0.552036199,0.075757576,1,1,66,5
social_deviance,0,extremists,0.924242424,0.9,0.692307692,0.782608696,0.924242424,0.924242424,0.924242424,0.868368568,0.737678855,0.196969697,0.907111756,0.859144108,66,13
social_deviance,0,"offenders, criminals, prisoners and/or accused people",0.757575758,0.92,0.621621622,0.741935484,0.757575758,0.757575758,0.757575758,0.756682028,0.528991971,0.560606061,0.859273066,0.892886997,66,37
social_deviance,0,"terrorists, rebels, revolutionaries and/or movements of armed resistance",0.878787879,1,0.466666667,0.636363636,0.878787879,0.878787879,0.878787879,0.781818182,0.574879227,0.227272727,0.867973856,0.749897591,66,15
social_deviance,1,drug addicts,1,1,1,1,1,1,1,1,1,0.074626866,1,1,67,5
social_deviance,1,extremists,0.880597015,1,0.384615385,0.555555556,0.880597015,0.880597015,0.880597015,0.743295019,0.501858736,0.194029851,0.92022792,0.857977572,67,13
social_deviance,1,"offenders, criminals, prisoners and/or accused people",0.746268657,0.954545455,0.567567568,0.711864407,0.746268657,0.746268657,0.746268657,0.74259887,0.510107527,0.552238806,0.876576577,0.920011388,67,37
social_deviance,1,"terrorists, rebels, revolutionaries and/or movements of armed resistance",0.895522388,1,0.533333333,0.695652174,0.895522388,0.895522388,0.895522388,0.816294555,0.639508071,0.223880597,0.946153846,0.879710551,67,15
social_deviance,2,drug addicts,0.984848485,1,0.8,0.888888889,0.984848485,0.984848485,0.984848485,0.940379404,0.880866426,0.075757576,1,1,66,5
social_deviance,2,extremists,0.924242424,1,0.583333333,0.736842105,0.924242424,0.924242424,0.924242424,0.846297159,0.696132597,0.181818182,0.929012346,0.834821429,66,12
social_deviance,2,"offenders, criminals, prisoners and/or accused people",0.681818182,0.863636364,0.513513514,0.644067797,0.681818182,0.681818182,0.681818182,0.678198282,0.388349515,0.560606061,0.849021435,0.878007533,66,37
social_deviance,2,"terrorists, rebels, revolutionaries and/or movements of armed resistance",0.818181818,0.666666667,0.4,0.5,0.818181818,0.818181818,0.818181818,0.694444444,0.397260274,0.227272727,0.867973856,0.666900367,66,15
social_deviance,3,drug addicts,1,1,1,1,1,1,1,1,1,0.061538462,1,1,65,4
social_deviance,3,extremists,0.907692308,0.875,0.583333333,0.7,0.907692308,0.907692308,0.907692308,0.822727273,0.64801444,0.184615385,0.935534591,0.811333256,65,12
social_deviance,3,"offenders, criminals, prisoners and/or accused people",0.753846154,1,0.555555556,0.714285714,0.753846154,0.753846154,0.753846154,0.749034749,0.527272727,0.553846154,0.915708812,0.937661496,65,36
social_deviance,3,"terrorists, rebels, revolutionaries and/or movements of armed resistance",0.953846154,1,0.8,0.888888889,0.953846154,0.953846154,0.953846154,0.929881338,0.860215054,0.230769231,0.904,0.878490028,65,15
social_deviance,4,drug addicts,1,1,1,1,1,1,1,1,1,,1,1,66,4
social_deviance,4,extremists,0.939393939,1,0.666666667,0.8,0.939393939,0.939393939,0.939393939,0.882142857,0.765957447,,0.905864198,0.842718617,66,12
social_deviance,4,"offenders, criminals, prisoners and/or accused people",0.681818182,0.826086957,0.527777778,0.644067797,0.681818182,0.681818182,0.681818182,0.678198282,0.380697051,,0.794444444,0.811371615,66,36
social_deviance,4,"terrorists, rebels, revolutionaries and/or movements of armed resistance",0.878787879,0.888888889,0.533333333,0.666666667,0.878787879,0.878787879,0.878787879,0.796296296,0.598173516,,0.88627451,0.783272461,66,15
real_estate,0,homeless,0.769230769,1,0.142857143,0.25,0.769230769,0.769230769,0.769230769,0.556818182,0.195876289,0.269230769,0.323308271,0.334170178,26,7
real_estate,0,real-estate owner,0.423076923,0,0,0,0.423076923,0.423076923,0.423076923,0.297297297,0,0.576923077,0.642424242,0.692395679,26,15
real_estate,0,tenants,0.653846154,0,0,0,0.653846154,0.653846154,0.653846154,0.395348837,0,0.346153846,0.483660131,0.392694679,26,9
real_estate,1,homeless,1,1,1,1,1,1,1,1,1,0.269230769,1,1,26,7
real_estate,1,real-estate owner,0.807692308,0.909090909,0.714285714,0.8,0.807692308,0.807692308,0.807692308,0.807407407,0.619883041,0.538461538,0.875,0.863183723,26,14
real_estate,1,tenants,0.961538462,1,0.875,0.933333333,0.961538462,0.961538462,0.961538462,0.953153153,0.90647482,0.307692308,1,1,26,8
real_estate,2,homeless,0.961538462,1,0.857142857,0.923076923,0.961538462,0.961538462,0.961538462,0.948717949,0.897637795,0.269230769,1,1,26,7
real_estate,2,real-estate owner,0.923076923,0.928571429,0.928571429,0.928571429,0.923076923,0.923076923,0.923076923,0.922619048,0.845238095,0.538461538,0.916666667,0.952022501,26,14
real_estate,2,tenants,0.923076923,1,0.75,0.857142857,0.923076923,0.923076923,0.923076923,0.902255639,0.805970149,0.307692308,0.875,0.888888889,26,8
real_estate,3,homeless,1,1,1,1,1,1,1,1,1,0.269230769,1,1,26,7
real_estate,3,real-estate owner,0.884615385,1,0.785714286,0.88,0.884615385,0.884615385,0.884615385,0.884444444,0.771929825,0.538461538,0.946428571,0.972049689,26,14
real_estate,3,tenants,1,1,1,1,1,1,1,1,1,0.307692308,1,1,26,8
real_estate,4,homeless,0.961538462,1,0.833333333,0.909090909,0.961538462,0.961538462,0.961538462,0.942350333,0.884955752,,0.941666667,0.91025641,26,6
real_estate,4,real-estate owner,0.923076923,0.928571429,0.928571429,0.928571429,0.923076923,0.923076923,0.923076923,0.922619048,0.845238095,,0.952380952,0.971088435,26,14
real_estate,4,tenants,0.923076923,0.875,0.875,0.875,0.923076923,0.923076923,0.923076923,0.909722222,0.819444444,,0.986111111,0.975,26,8
profession,0,athletes,0.97486535,0.954545455,0.851351351,0.9,0.97486535,0.97486535,0.97486535,0.942813142,0.885679939,0.132854578,0.996530692,0.979305386,557,74
profession,0,authors and artists,0.985637343,0.888888889,0.888888889,0.888888889,0.985637343,0.985637343,0.985637343,0.940605673,0.881211346,0.064631957,0.994721689,0.910283794,557,36
profession,0,doctors,0.996409336,1,0.857142857,0.923076923,0.996409336,0.996409336,0.996409336,0.960619344,0.921249823,0.02513465,0.963167587,0.915212982,557,14
profession,0,farmers and fishermen,0.996409336,0.933333333,0.933333333,0.933333333,0.996409336,0.996409336,0.996409336,0.965744157,0.931488315,0.026929982,0.999384994,0.981520468,557,15
profession,0,health and care professionals,0.992818671,1,0.428571429,0.6,0.992818671,0.992818671,0.992818671,0.798188406,0.596960926,0.012567325,0.992727273,0.80952381,557,7
profession,0,journalists,0.994614004,1,0.666666667,0.8,0.994614004,0.994614004,0.994614004,0.898635123,0.797380866,0.016157989,0.811841038,0.781818624,557,9
profession,0,legal professionals,0.992818671,0.75,0.9,0.818181818,0.992818671,0.992818671,0.992818671,0.907259407,0.814549692,0.017953321,0.995795247,0.802279942,557,10
profession,0,other profession,0.922800718,0.92,0.359375,0.516853933,0.922800718,0.922800718,0.922800718,0.737451357,0.483514114,0.114901257,0.910148327,0.712197794,557,64
profession,0,politicians and high-ranking officials,0.946140036,0.974895397,0.906614786,0.939516129,0.946140036,0.946140036,0.946140036,0.94548622,0.89108756,0.461400359,0.989909209,0.988980936,557,257
profession,0,prostitutes,0.998204668,1,0.833333333,0.909090909,0.998204668,0.998204668,0.998204668,0.954092145,0.908191858,0.010771993,0.859346642,0.835456476,557,6
profession,0,scientists and professors,0.987432675,0.857142857,0.705882353,0.774193548,0.987432675,0.987432675,0.987432675,0.883865011,0.76779227,0.030520646,0.994444444,0.87972296,557,17
profession,0,security forces,0.976660682,0.906976744,0.8125,0.857142857,0.976660682,0.976660682,0.976660682,0.922217567,0.8444769,0.086175943,0.983832678,0.93923057,557,48
profession,0,soldiers,0.998204668,1,0.9375,0.967741935,0.998204668,0.998204668,0.998204668,0.983409287,0.966819563,0.028725314,0.959334566,0.940217391,557,16
profession,0,teachers and educators,0.996409336,1,0.846153846,0.916666667,0.996409336,0.996409336,0.996409336,0.957415902,0.914844825,0.023339318,1,1,557,13
profession,1,athletes,0.967625899,0.9375,0.810810811,0.869565217,0.967625899,0.967625899,0.967625899,0.925542362,0.851195432,0.133093525,0.985813614,0.947688527,556,74
profession,1,authors and artists,0.991007194,0.942857143,0.916666667,0.929577465,0.991007194,0.991007194,0.991007194,0.962387195,0.924775409,0.064748201,0.998985043,0.98406076,556,36
profession,1,doctors,0.994604317,1,0.785714286,0.88,0.994604317,0.994604317,0.994604317,0.938620055,0.877280753,0.025179856,0.999604639,0.985969388,556,14
profession,1,farmers and fishermen,0.992805755,0.823529412,0.933333333,0.875,0.992805755,0.992805755,0.992805755,0.935648148,0.871311191,0.026978417,0.998890943,0.963443223,556,15
profession,1,health and care professionals,0.992805755,0.714285714,0.714285714,0.714285714,0.992805755,0.992805755,0.992805755,0.855321364,0.710642727,0.012589928,0.929742389,0.639144338,556,7
profession,1,journalists,0.998201439,0.888888889,1,0.941176471,0.998201439,0.998201439,0.998201439,0.970131614,0.940266437,0.014388489,1,1,556,8
profession,1,legal professionals,0.987410072,0.666666667,0.6,0.631578947,0.987410072,0.987410072,0.987410072,0.812587278,0.625192604,0.017985612,0.901465201,0.623960477,556,10
profession,1,other profession,0.933453237,0.864864865,0.5,0.633663366,0.933453237,0.933453237,0.933453237,0.798532969,0.599922209,0.115107914,0.900851118,0.707324843,556,64
profession,1,politicians and high-ranking officials,0.965827338,1,0.926070039,0.961616162,0.965827338,0.965827338,0.965827338,0.965410998,0.930903668,0.462230216,0.994625405,0.994905806,556,257
profession,1,prostitutes,0.996402878,0.75,1,0.857142857,0.996402878,0.996402878,0.996402878,0.927660682,0.855359001,0.010791367,0.997575758,0.788492063,556,6
profession,1,scientists and professors,0.992805755,1,0.764705882,0.866666667,0.992805755,0.992805755,0.992805755,0.931484904,0.86303732,0.03057554,0.95503656,0.894171399,556,17
profession,1,security forces,0.964028777,0.85,0.708333333,0.772727273,0.964028777,0.964028777,0.964028777,0.876598011,0.753371185,0.086330935,0.986343504,0.884733756,556,48
profession,1,soldiers,0.991007194,0.866666667,0.8125,0.838709677,0.991007194,0.991007194,0.991007194,0.917042165,0.834089281,0.028776978,0.991898148,0.893426346,556,16
profession,1,teachers and educators,0.989208633,0.769230769,0.769230769,0.769230769,0.989208633,0.989208633,0.989208633,0.881852954,0.763705907,0.023381295,0.995325117,0.843845355,556,13
profession,2,athletes,0.964221825,0.981818182,0.739726027,0.84375,0.964221825,0.964221825,0.964221825,0.91177399,0.823997985,0.13059034,0.990134731,0.953523835,559,73
profession,2,authors and artists,0.976744186,0.870967742,0.75,0.805970149,0.976744186,0.976744186,0.976744186,0.896800489,0.793674228,0.064400716,0.987412365,0.862153583,559,36
profession,2,doctors,0.996422182,1,0.857142857,0.923076923,0.996422182,0.996422182,0.996422182,0.960622711,0.921256515,0.025044723,1,1,559,14
profession,2,farmers and fishermen,0.998211091,1,0.933333333,0.965517241,0.998211091,0.998211091,0.998211091,0.982299484,0.964600089,0.026833631,0.999387255,0.983333333,559,15
profession,2,health and care professionals,0.991055456,0.666666667,0.571428571,0.615384615,0.991055456,0.991055456,0.991055456,0.805429864,0.610886816,0.012522361,0.996635611,0.763528139,559,7
profession,2,journalists,1,1,1,1,1,1,1,1,1,0.01431127,1,1,559,8
profession,2,legal professionals,0.992844365,0.875,0.7,0.777777778,0.992844365,0.992844365,0.992844365,0.887070707,0.774187033,0.017889088,0.972677596,0.754423077,559,10
profession,2,other profession,0.942754919,0.803921569,0.650793651,0.719298246,0.942754919,0.942754919,0.942754919,0.843712868,0.687818499,0.112701252,0.931003584,0.767706663,559,63
profession,2,politicians and high-ranking officials,0.966010733,0.972222222,0.953307393,0.962671906,0.966010733,0.966010733,0.966010733,0.96573661,0.931478746,0.459749553,0.994395341,0.9944553,559,257
profession,2,prostitutes,1,1,1,1,1,1,1,1,1,0.008944544,1,1,559,5
profession,2,scientists and professors,0.992844365,0.933333333,0.823529412,0.875,0.992844365,0.992844365,0.992844365,0.935658379,0.871331569,0.030411449,0.995767311,0.934794707,559,17
profession,2,security forces,0.974955277,0.869565217,0.833333333,0.85106383,0.974955277,0.974955277,0.974955277,0.918695977,0.837398712,0.085867621,0.970075016,0.905647765,559,48
profession,2,soldiers,0.991055456,0.916666667,0.733333333,0.814814815,0.991055456,0.991055456,0.991055456,0.905115932,0.810289826,0.026833631,0.940257353,0.857123039,559,15
profession,2,teachers and educators,0.994633274,1,0.75,0.857142857,0.994633274,0.994633274,0.994633274,0.927204063,0.854464983,0.021466905,0.992992078,0.854387125,559,12
profession,3,athletes,0.951263538,0.925925926,0.684931507,0.787401575,0.951263538,0.951263538,0.951263538,0.87993932,0.760572398,0.131768953,0.990772648,0.93572416,554,73
profession,3,authors and artists,0.976534296,0.84375,0.771428571,0.805970149,0.976534296,0.976534296,0.976534296,0.896741078,0.793508802,0.063176895,0.981833196,0.869874521,554,35
profession,3,doctors,0.996389892,0.866666667,1,0.928571429,0.996389892,0.996389892,0.996389892,0.963359788,0.926729269,0.023465704,0.999431253,0.978754579,554,13
profession,3,farmers and fishermen,0.992779783,1,0.714285714,0.833333333,0.992779783,0.992779783,0.992779783,0.914821648,0.829748002,0.025270758,0.95978836,0.856343194,554,14
profession,3,health and care professionals,0.985559567,0,0,0,0.985559567,0.985559567,0.985559567,0.496363636,-0.003168855,0.012635379,0.988508749,0.414035964,554,7
profession,3,journalists,0.994584838,0.857142857,0.75,0.8,0.994584838,0.994584838,0.994584838,0.89862763,0.797267626,0.014440433,0.996794872,0.88510101,554,8
profession,3,legal professionals,0.990974729,1,0.5,0.666666667,0.990974729,0.990974729,0.990974729,0.831046051,0.662606577,0.018050542,0.969852941,0.7189007,554,10
profession,3,other profession,0.92599278,0.805555556,0.46031746,0.585858586,0.92599278,0.92599278,0.92599278,0.772612147,0.548519181,0.113718412,0.919762066,0.703551379,554,63
profession,3,politicians and high-ranking officials,0.94765343,0.99137931,0.894941634,0.940695297,0.94765343,0.94765343,0.94765343,0.946922769,0.894064276,0.463898917,0.992755047,0.99252977,554,257
profession,3,prostitutes,0.996389892,0.8,0.8,0.8,0.996389892,0.996389892,0.996389892,0.899089253,0.798178506,0.009025271,0.998178506,0.71,554,5
profession,3,scientists and professors,0.987364621,0.909090909,0.625,0.740740741,0.987364621,0.987364621,0.987364621,0.867132628,0.734492674,0.028880866,0.996979554,0.918407818,554,16
profession,3,security forces,0.981949458,0.930232558,0.85106383,0.888888889,0.981949458,0.981949458,0.981949458,0.939532853,0.879086822,0.084837545,0.990725586,0.933000707,554,47
profession,3,soldiers,0.992779783,1,0.733333333,0.846153846,0.992779783,0.992779783,0.992779783,0.921228494,0.84254654,0.027075812,0.995918367,0.916731481,554,15
profession,3,teachers and educators,0.994584838,1,0.75,0.857142857,0.994584838,0.994584838,0.994584838,0.927191484,0.854440357,0.02166065,0.994926199,0.890972222,554,12
profession,4,athletes,0.967450271,0.966101695,0.780821918,0.863636364,0.967450271,0.967450271,0.967450271,0.922577935,0.845391569,0.132007233,0.989269406,0.963691951,553,73
profession,4,authors and artists,0.981916817,0.878787879,0.828571429,0.852941176,0.981916817,0.981916817,0.981916817,0.921653633,0.843316144,0.063291139,0.993767237,0.877334599,553,35
profession,4,doctors,0.996383363,0.923076923,0.923076923,0.923076923,0.996383363,0.996383363,0.996383363,0.960612536,0.921225071,0.023508137,0.99957265,0.98382643,553,13
profession,4,farmers and fishermen,0.996383363,0.928571429,0.928571429,0.928571429,0.996383363,0.996383363,0.996383363,0.963358071,0.926716141,0.025316456,0.998939836,0.957209667,553,14
profession,4,health and care professionals,0.987341772,0.428571429,0.5,0.461538462,0.987341772,0.987341772,0.987341772,0.727567035,0.455172414,0.01084991,0.992687386,0.701680672,553,6
profession,4,journalists,0.998191682,0.888888889,1,0.941176471,0.998191682,0.998191682,0.998191682,0.970129098,0.940261424,0.014466546,0.999541284,0.970486111,553,8
profession,4,legal professionals,0.996383363,1,0.777777778,0.875,0.996383363,0.996383363,0.996383363,0.936582569,0.873194222,0.016274864,0.996119281,0.884656085,553,9
profession,4,other profession,0.925858951,0.892857143,0.396825397,0.549450549,0.925858951,0.925858951,0.925858951,0.75452823,0.515482423,0.113924051,0.929964367,0.7547821,553,63
profession,4,politicians and high-ranking officials,0.954792043,0.995708155,0.90625,0.948875256,0.954792043,0.954792043,0.954792043,0.954178309,0.908517016,0.462929476,0.99079335,0.991972522,553,256
profession,4,prostitutes,0.998191682,1,0.8,0.888888889,0.998191682,0.998191682,0.998191682,0.943988656,0.887988657,0.009041591,0.990145985,0.83125,553,5
profession,4,scientists and professors,0.987341772,0.909090909,0.625,0.740740741,0.987341772,0.987341772,0.987341772,0.867126626,0.734481103,0.028933092,0.985917132,0.846424057,553,16
profession,4,security forces,0.987341772,0.954545455,0.893617021,0.923076923,0.987341772,0.987341772,0.987341772,0.958090186,0.916188538,0.084990958,0.996720209,0.970769621,553,47
profession,4,soldiers,0.98915009,0.846153846,0.733333333,0.785714286,0.98915009,0.98915009,0.98915009,0.890074212,0.780177554,0.027124774,0.99739777,0.916229872,553,15
profession,4,teachers and educators,0.992766727,0.9,0.75,0.818181818,0.992766727,0.992766727,0.992766727,0.907245891,0.814522891,0.021699819,0.998305607,0.909134153,553,12
identities,0,Ethnic and racial minorities,0.98757764,1,0.5,0.666666667,0.98757764,0.98757764,0.98757764,0.830168776,0.661052632,0.02484472,0.987261146,0.778409091,161,4
identities,0,christians,0.98757764,1,0.714285714,0.833333333,0.98757764,0.98757764,0.98757764,0.91344086,0.827067669,0.043478261,0.994434137,0.920068027,161,7
identities,0,cisgender and heterosexuals,0.98757764,1,0.5,0.666666667,0.98757764,0.98757764,0.98757764,0.830168776,0.661052632,0.02484472,0.996815287,0.916666667,161,4
identities,0,disabled people,0.97515528,1,0.428571429,0.6,0.97515528,0.97515528,0.97515528,0.793589744,0.589285714,0.043478261,0.990723562,0.880952381,161,7
identities,0,jews,0.99378882,1,0.857142857,0.923076923,0.99378882,0.99378882,0.99378882,0.959920339,0.919860627,0.043478261,0.999072356,0.982142857,161,7
identities,0,lgbtqqia+,0.956521739,0.785714286,0.733333333,0.75862069,0.956521739,0.956521739,0.956521739,0.867364952,0.73476112,0.093167702,0.954794521,0.859393939,161,15
identities,0,men,0.919254658,0.9375,0.555555556,0.697674419,0.919254658,0.919254658,0.919254658,0.825539718,0.654563459,0.167701863,0.907960199,0.828770451,161,27
identities,0,multiple (or other specific) religious or minority groups,0.98136646,0,0,0,0.98136646,0.98136646,0.98136646,0.495297806,0,0.01863354,0.934599156,0.53125,161,3
identities,0,muslims,0.98757764,1,0.714285714,0.833333333,0.98757764,0.98757764,0.98757764,0.91344086,0.827067669,0.043478261,1,1,161,7
identities,0,"people with an immigration background, including immigrants",0.931677019,1,0.75,0.857142857,0.931677019,0.931677019,0.931677019,0.906122449,0.813441483,0.273291925,0.981546232,0.97438921,161,44
identities,0,women,0.888198758,0.944444444,0.772727273,0.85,0.888198758,0.888198758,0.888198758,0.880445545,0.76230315,0.409937888,0.913476874,0.918788407,161,66
identities,1,Ethnic and racial minorities,0.99382716,1,0.75,0.857142857,0.99382716,0.99382716,0.99382716,0.926994142,0.854054054,0.024691358,0.996835443,0.916666667,162,4
identities,1,christians,0.969135802,0.75,0.428571429,0.545454545,0.969135802,0.969135802,0.969135802,0.764740052,0.530706837,0.043209877,0.974193548,0.651162244,162,7
identities,1,cisgender and heterosexuals,1,1,1,1,1,1,1,1,1,0.030864198,1,1,162,5
